Url,Title,Company Name,Type,Location,Description
https://www.jobteaser.com/fr/job-offers/10294682-sanofi-un-stagiaire-charge-de-projet-solutions-digitales-h-f,UN STAGIAIRE - CHARGÉ DE PROJET SOLUTIONS DIGITALES (H/F),SANOFI,Stage 4 à 6 mois ,Bègles (France) ,"SANOFI a pour ambition d'être un Leader Mondial et intégré de la Santé, centré sur les besoins des patients.  Rejoignez SANOFI et prenez part à notre ambition : protéger la santé, apporter l'espoir et améliorer la qualité de vie des sept milliards de personnes dans le monde.  Grâce à un environnement dynamique et diversifié, nous vous offrons des opportunités de développer vos compétences, réaliser vos objectifs et apporter votre contribution à des innovations capitales en matière de santé.  Dans ce contexte, Sanofi Winthrop Industrie recherche :  UN STAGIAIRE - CHARGÉ DE PROJET SOLUTIONS DIGITALES (H/F)  Site de Campus Bordeaux Bègles (33)  Descriptif de la mission :  Au sein du service Quality Factory 4.0 de Sanofi Winthrop Industrie et en lien avec votre tuteur, vous participerez au développement et au déploiement de notre solution digitale en charge de l'optimisation des flux au sein de nos usines.  Dans ce cadre, vos missions consisteront à :  Participer à la définition de nouvelles fonctionnalités afin d'améliorer la solution digitale, Collaborer à la formation des utilisateurs sur les sites en lien avec les nouvelles fonctionnalités développées, Contribuer à la rédaction des modes d'emploi de la solution, Prendre part au support et à l'analyse des remontées en cas de dysfonctionnement, Apporter votre support aux activités régulières avec les sites et les équipes centrales afin de collecter les feedbacks. La solution digitale déployée s'articule autour de 2 applications : FACT (Factory Control Tower), application interne sanofi et l'application qui mesure les indicateurs clés issus de Fact (solution Power BI).  Profil recherché :  Vous recherchez un stage conventionné d'une durée de 6 mois, débutant en février ou mars 2023 dans le cadre d'une formation de niveau BAC +5 en Gestion de projets / Management, Pharmacie ou Supply-chain de type Ecole d'Ingénieur ou Université.  Pour ce stage, vous justifiez d'une première expérience ou de connaissances dans les domaines du Digital et/ou de l'Industrie.  Vous maîtrisez les logiciels du pack Office, plus particulièrement Excel et PowerPoint.  La maîtrise de Power BI, Jira et Confluence serait un plus pour ce stage.  Intervenant dans un environnement international, vous êtes en capacité de converser aisément en anglais avec des interlocuteurs non francophones.  Pour ce stage, votre capacité d'organisation, votre rigueur et votre esprit analytique vous permettent de mener à bien vos missions. Ouvert d'esprit, vous aimez travailler en équipe et interagir sur des sujets transverses.  Vous souhaitez en parallèle de vos apprentissages théoriques, les mettre en pratique immédiatement en entreprise, merci de nous transmettre vos CV et lettre de motivation.  Chez Sanofi, la diversité et l'inclusion sont au cœur de notre fonctionnement et sont intégrées à nos Valeurs fondamentales. Nous sommes conscients que pour exploiter véritablement la richesse que la diversité nous apporte, nous devons faire preuve d'inclusion et créer un environnement de travail où ces différences peuvent s'épanouir et être développées pour améliorer le quotidien de nos collègues, patients et clients. Nous respectons et valorisons la diversité de nos collaborateurs, leurs parcours et leurs expériences dans un objectif d'égalité des chances pour tous. Dans le cadre de son engagement diversité, Sanofi accueille et intègre des collaborateurs en situation de handicap.  La diversité et l'inclusion sont les piliers de la manière dont Sanofi fonctionne et font partie intégrante des valeurs de la société. Nous respectons la diversité de nos collaborateurs, tout comme celle de leurs parcours et expériences. Afin de bénéficier de la richesse qu'apporte la diversité, Sanofi s'engage à donner l'exemple en matière d'inclusion et à favoriser un environnement de travail où les différences peuvent prospérer et contribuer à aider les patients à retrouver une vie meilleure.  Dans le cadre de son engagement diversité, Sanofi accueille et intègre des collaborateurs en situation de handicap."
https://www.jobteaser.com/fr/job-offers/10348081-sercel-ingenieur-developpement-electronique-systemes-radiofrequences-h-f,Ingénieur Développement Electronique - Systèmes Radiofréquences (H/F),Sercel,CDI ,Nantes (France) ,"Description de l'entreprise  Imager demain ce qui ne peut pas être vu aujourd'hui.  Si vous rêvez d'une société présente dans le monde entier qui réalise des produits à forte valeur ajoutée technologique dont la fiabilité a été prouvée dans les environnements les plus difficiles dans toutes les régions du globe ; si relever de tels challenges en participant au développement d'une gamme de produits très variée vous motive, alors rejoignez nos 1500 collaborateurs œuvrant dans 9 pays et apportant à nos clients une expertise digitale et un solide savoir-faire industriel.  Spécialiste mondial de la fabrication d'équipement géophysiques, SERCEL est une société à dimension internationale et à forte composante technologique. Toujours à la recherche des technologies les plus avancées, nous adaptons nos produits dans le monde dans des environnements complexes et variés.  Description du poste  Au sein du département Recherche et Développement - Pôle Hardware et Mécanique, nous vous proposons d'intégrer le Bureau d'Etudes Electronique en tant qu'Ingénieur Développement Electronique (H/F). En collaboration avec les équipes projets et les architectes système, vous intervenez dans le développement électronique de nos produits, en phase amont (définition d'architecture et validation sur maquettes) et phase de développement (conception, test, validation, industrialisation). En particulier, vous prenez en charge le développement des fonctions radiofréquences intégrées dans les nouveaux produits de SERCEL, de la phase de spécification à la phase de validation sur carte. En collaboration avec les équipes qualité, industrialisation, méthodes et achats, vous intégrez les demandes d'évolution et de correction des produits et mettez à jour la documentation technique associée. Vos connaissances techniques en systèmes radiofréquences font de vous l'interlocuteur privilégié de l'ensemble des services de la société (R&D, Qualité, Production, Achats, Réparation, ...) sur ces sujets tout au long du cycle de vie des produits.  Vos missions principales : - Vous assurez la conception à coût objectifs en prenant en compte les recommandations industrielles et la maitrise des risques. - Vous spécifiez les fonctions électroniques dans le domaine des radiocommunications RF, concevez les schémas et apportez votre expertise aux équipes en charge du placement/routage des cartes. - Vous simulez l'intégration des antennes et leur performances dans leur environnement mécanique. - Vous participez à l'intégration des fonctions de radiocommunication, effectuez la mise au point de ces sous-ensembles dans les produits et en optimisez les performances. - Vous validez vos développements dans leur environnement matériel en collaboration étroite avec les équipes de développement logiciel embarqué. - Vous êtes en charge de la veille règlementaire (législation/certification) et apportez votre support technique lors de la certification CEM et radio (CE, FCC) de nos produits. - Vous assurez une veille technique permanente sur votre périmètre et évaluez les nouvelles technologies / standards radiofréquence.  Qualifications  Compétences attendues : Vous savez spécifier les fonctions et concevoir les schémas électroniques de cartes intégrant des modules radiofréquence (Wifi, Bluetooth, Zigbee, Lora, Sigfox, ...). Vous savez concevoir et/ou dimensionner des antennes pour optimiser les liens de radiocommunication. Vous connaissez les exigences de placement/routage des signaux radiofréquences (Bande ISM - Sub-GHz / 2,4GHz / 5GHz). Vous savez mettre en œuvre les outils et environnements de mesures RF (test en conduit, test en rayonné, diagrammes d'antenne, ...). Vous possédez de solides bases théoriques en électronique analogique, communications radiofréquences, modulations complexes, traitement du signal, ... Des compétences en programmation Python seraient un plus.  Profil requis : De Formation BAC+5 (Ingénieur) en électronique ou informatique industrielle, vous justifiez d'un minimum de 5 années d'expérience en développement radiofréquence et d'une première expérience en conception d'antennes. Au-delà des compétences techniques nous recherchons une personnalité et un savoir-être : Vous savez produire un travail de qualité, simple et évolutif. Humble, vous savez défendre vos choix techniques avec rigueur et objectivité. Pédagogue, vous savez expliquer simplement les problématiques complexes inhérentes à votre domaine d'expertise. Vous aimez partager vos connaissances et recherchez le travail en équipe. Organisé, vos capacités d'analyse et de synthèse vous permettent d'être force de proposition. Vous pratiquez l'Anglais, vous êtes aussi bien à l'aise à l'oral qu'à l'écrit.  Additional Information  Ce poste est basé sur notre site de Nantes.  Nos Collaborateurs, chacun dans leur spécialité, par leurs compétences professionnelles, leur adaptabilité et leur implication font la réussite des missions confiées; la culture du site et son succès reposent sur les valeurs personnelles et collectives suivantes : Proximité au terrain, Rigueur, Esprit d'innovation, Agilité, Orientation résultats, Sens du contact, Curiosité technique, Volonté de travailler en mode Projets.  We see things differently. Diversity fuels our innovation, we value the unique ways in which we differ, and we are committed to equal employment opportunities for all professionals."
https://www.jobteaser.com/fr/job-offers/10347973-orano-alternant-ingenieur-en-performance-industrielle-f-h,Alternant Ingénieur en Performance industrielle F/H,ORANO,Alternance 25 à 36 mois ,(France) ,"Au sein de l'équipe d'une Direction Opérationnelle de l'usine de La Hague ; direction qui comprend les ateliers de vitrification, réception et entreposage en piscines de refroidissement, de production et distribution des énergies, le traitement des déchets et les laboratoires ;  Vos missions seront les suivantes.  Vous assisterez le Pilote de Performance Opérationnelle de cette Direction  A ce titre, vous participerez à la démarche de déploiement de l'Excellence Opérationnelle et d'animation de la performance opérationnelle dans les ateliers : • Démarche de suivi 5S • Participation et Pilotage de chantiers de résolutions de problème opérationnel (A3, chantier Kaizen...) et de groupe de travail en lien avec les grands enjeux des plans de performance Déchets et Réduction des consommations énergétiques • Standardisation des Management Visuels de la Performance • Formation / Information des équipes opérationnelles • Relai des innovations apportées par la transformation digitale auprès des exploitants  Vous pouvez être amené(e) à travailler en zone contrôlée et en interfaces avec les exploitants, les mainteneurs, et les services techniques et procédés.  Vous souhaitez préparer un diplôme d'ingénieur ou équivalent universitaire dans les domaines de la chimie, de la mécanique et/ou de l'industrie de manière générale.  Vous avez de bonnes capacités rédactionnelles (comptes-rendus, notes de retour d'expérience, cahiers des charges...).  Vous connaissez les contraintes de l'industrie nucléaire (processus, documentation).  Vous êtes rigoureux(se).  Vous avez une bonne capacité à travailler en équipe.  Vous êtes doté(e) d'un bon relationnel.  Vous avez de bonnes capacités à gérer votre temps et vos priorités et vous savez faire preuve de flexibilité."
https://www.jobteaser.com/fr/job-offers/10347945-emma-the-sleep-company-entrepreneur-in-residence-offline-business,Entrepreneur in Residence Offline Business,Emma - The Sleep Company,CDI ,Frankfurt (Germany) ,"Ready to lead, disrupt and reinvent the sleep industry?  We are Emma - The Sleep Company. Created in 2013, we are now the world's largest D2C sleep brand, available in over 30 countries and recommended by many consumer associations in EMEA, APAC, and the Americas. We're pushing the boundaries of technology to transform the world of sleep and we want your help to pull it off.  We're a highly ambitious, hard-working team that pushes you to produce your best work yet. We focus on how we approach problems, we chase growth, and set ambitious goals. Want your ideas to have an impact and your career to grow? Then Emma is the right place for you.  This is what you'll do Off the back of our E-commerce success story, you share our ambition of becoming the leading sleep brand in offline sales Together with the Sales Director Europe, you'll take ownership of scaling Emma's wholesale business in the German & Austrian regions You will set the goals & vision of the team and leading the execution to achieve those You analyze your markets, our competitive advantages there, and design sales strategies accordingly You will plan strategic initiatives & support in developing marketing activities to scale our business You will manage the most important existing key accounts as well as always hunt for opportunities to open up new accounts and new business You will further build, lead & develop a passionate team of sales representatives, key account managers and marketing professionals You will work closely with our product success team to grow our product portfolio and adjust to our wholesale customer needs  This is what you'll bring us: You are an expert when it comes to B2B business focused on products, marketing & sales with at least 5 years of experience You are driven by growth and profitability You are a strategic & entrepreneurial leader - you are able to step back, take a helicopter view, and identify specific requirements to go beyond the existing environment. You like to explore many directions and doesn't restrict yourself to existing mindsets. You have strong interpersonal skills to manage serious negotiations, whilst ensuring long lasting relationships with our partners You have strong communication and stakeholder management skills and are able to implement communication concepts that stand out You are enthusiastic about innovative retail approaches as well as their implementation You know how to track, analyze and optimize the results of your and your team's efforts You're a passionate about leading & mentoring a team You are fluent in German and English  Become an Emmie  Emma is transforming the world of sleep - and we want the highest-performing people to help us pull it off. We want you. But only if you're willing to go all in. Only if you're willing to question, disrupt, innovate, and create from the ground up.  We proudly celebrate diversity. We are an equal-opportunity employer committed to promoting inclusion in our workplace. We consider all qualified applicants for employment without regard to race, ethnic origin, religion or belief, gender, gender identity or expression, sexual orientation, national origin, disability, or age.  Our aim is to get back to you in a couple of days, however, we are currently receiving a large number of applications and this might lead to a delay in the process. We will get back to you as soon as possible!"
https://www.jobteaser.com/fr/job-offers/10347882-hachette-livre-controleur-de-gestion,Contrôleur de Gestion,Hachette Livre,CDD 4 à 6 mois ,Vanves (France) ,"L'entreprise  Hachette Education - Plébiscité par les enseignants, l'éditeur de Passeport, du Bled et de Sami et Julie occupe une place prépondérante sur le marché du livre scolaire et parascolaire. Hachette Education couvre toutes les disciplines enseignées, de la maternelle à l'université. Hachette Education innove également sur le digital.  Le poste  Sous la responsabilité de la Directrice du département Parascolaire et en lien avec la Directrice de la Gestion de la Branche Education, vous avez comme principale mission le contrôle de gestion du département Parascolaire. A ce titre, vous interviendrez sur l'ensemble du cycle de vie du livre, de la création de l'offre éditoriale à l'analyse des performances et recommandations.  Vos missions principales seront : -        L'accompagnement au quotidien de la direction du département, par une anticipation, un suivi et une analyse financière de l'activité (par ligne de produits, par réseaux de ventes...). -        La préparation des tableaux de bord mensuels (chiffre d'affaires, comptes de résultats...) -        Le support aux équipes opérationnelles dans la gestion des projets éditoriaux (contrôle des budgets prévisionnels, suivi des factures et des demandes de règlement, ressources etc...). -        La gestion et l'optimisation du stock du département (détermination des tirages, relation avec le service fabrication). -        Le suivi des investissements en marketing et en publicité (PLV, annonces...) -        L'élaboration des estimés et du budget annuel du département en conformité avec les choix stratégiques de la direction. -        La revue et la validation des contrats auteurs / illustrateurs, la vérification de l'installation des droits d'auteurs -        La supervision d'un stagiaire -        Autres missions ponctuelles Afin de mener à bien ces missions, vous serez en relation avec l'ensemble des équipes métiers aussi bien de la partie éditoriale (direction, responsables éditoriaux) que de la partie support (marketing, comptabilité, logistique, fabrication, ...).  Le profil  De formation BAC +5 (Ecole de Commerce ou Université), vous bénéficiez d'une expérience réussie d'au moins 3 ans en contrôle de gestion opérationnel. Vous aimez vous impliquer dans l'activité et être un vrai business partner. Vous possédez un excellent relationnel, un esprit concret et rigoureux, le goût des chiffres, d'importantes capacités d'analyse et une réelle motivation pour occuper un poste opérationnel. Vous êtes autonome, dynamique et pro-actif (ve). Vous maîtrisez les outils informatiques et notamment Excel et idéalement, vous avez déjà utilisé un BI. Vous avez envie de vous investir dans une mission opérationnelle, dans un secteur culturel.  Pourquoi nous rejoindre  Intégrer le Groupe Hachette Livre c'est rejoindre le leader du marché et contribuer chaque jour à l'innovation et la créativité de ses marques. Nous rejoindre, c'est vivre une expérience passionnante dans une entreprise aux équipes à taille humaine et qui offre de véritables évolutions de carrière.  Venir chez nous, c'est aussi : -        Travailler dans un immeuble moderne situé à Vanves (Métro 13 - Malakoff - Plateau de Vanves), doté d'un jardin partagé, d'une conciergerie, d'un restaurant d'entreprise. -        Avoir la possibilité de télétravailler. -        Bénéficier d'actions en faveur de la qualité de vie au travail (sophrologie, massage, réflexologie). -        Bénéficier d'une très bonne couverture santé avec une forte prise en charge de l'employeur, des activités sociales et culturelles et d'un système de vente au personnel attractif.  Le poste est situé à Vanves (92), à 15 minutes de Montparnasse (métro Malakoff Plateau de Vanves) et à pourvoir rapidement  Hachette Livre s'engage en faveur de la diversité."
https://www.jobteaser.com/fr/job-offers/10347881-la-francaise-alternance-gestion-de-fonds-et-proprietes-viticoles-h-f,Alternance - Gestion de Fonds et Propriétés Viticoles (H/F),La Française,Alternance 10 à 12 mois ,Paris (France) ,"L'entreprise  Descriptif :  Fort de 541 collaborateurs en France comme à l'international, La Française gère près de 50 milliards d'euros d'actifs (31/12/2022). Le Groupe est organisé autour de 2 piliers que sont les « actifs financiers » et les « actifs immobiliers » et se développe auprès d'une clientèle institutionnelle et patrimoniale en France et à l'international grâce à ses implantations à Paris, Francfort, Hambourg, Londres, Luxembourg, Madrid, Milan, Séoul et Singapour.  La Française est une filiale de la Caisse Régionale du Crédit Mutuel Nord Europe (CMNE), membre de Crédit Mutuel Alliance Fédérale.  La Française Real Estate Managers est la société regroupant les expertises immobilières du Groupe La Française, gestionnaire d'actifs multi-spécialiste. Ce pilier comptabilise plus de 32 milliards d'euros d'encours (31/12/2022) et dispose de trois centres de gestion en France, en Allemagne et au Royaume-Uni.  La plateforme immobilière propose une large gamme de produits et services répondant aux besoins des investisseurs institutionnels et particuliers, à travers des véhicules d'investissement collectifs (SCPI, OPCI), mandats et comptes dédiés. La Française Real Estate Managers est leader du marché des SCPI en France, en termes de capitalisation (Source : IEIF 30/09/2021).  Le poste  Dans ce contexte, vous intégrerez la Direction des Produits de Diversification et plus particulièrement l'équipe en charge de la gestion. Vous aurez pour principale mission de participer à la gestion des Fonds et Propriétés viticoles.  Principales missions :  Acquisition/Cession de Propriétés viticoles  -Participation à l'analyse des dossiers d'investissements (évaluation financière, business plan, analyses, ...)  -Rédaction des dossiers de présentation de cession de propriété et comité investissements  -Participation à la création de nouveaux véhicules et à la dissolution d'anciens véhicules  Fund Management  -Participation au suivi et au contrôle des valeurs liquidatives des Fonds  -Support dans l'élaboration des reportings investisseurs et réglementaires  -Aide à la rédaction des rapports de gestion  Contrôle Financier  -Support dans l'élaboration des budgets des propriétés et des fonds  -Participation aux suivis des budgets et des indicateurs de performance des propriétés et des fonds  Vous serez également amené(e) à travailler sur différentes tâches en lien notamment avec :  -L'étude du marché : Analyse quantitative de la concurrence et veille concurrentielle  Le profil  Profil recherché :  De formation supérieure bac +4/5 type Grande Ecole d'Agriculture ou de Commerce avec une spécialisation Finance, vous êtes créatif et savez travailler en équipe tout en étant autonome.  Vous justifiez d'un premier stage en entreprise.  Doté(e) d'un esprit d'analyse et de synthèse, vous êtes impliqué, rigoureux et précis.  Une bonne maîtrise du pack Office et d'Excel notamment est souhaitée.  Alternance à pourvoir dès septembre 2023  La Française s'engage à recruter dans le respect de l'égalité des chances et de la diversité."
https://www.jobteaser.com/fr/job-offers/10347835-verallia-france-charge-e-de-mission-controle-de-gestion-alternance,Chargé/e de mission contrôle de gestion - Alternance,Verallia France,Alternance 24 mois ,Courbevoie (France) ,"Chez Verallia, notre raison d’être est de réimaginer le verre pour construire un avenir durable. Avec environ 10 000 collaborateurs et 34 usines verrières dans 12 pays, nous sommes le leader européen et le troisième producteur mondial de l’emballage en verre pour les boissons et les produits alimentaires et offrons des solutions innovantes, personnalisées et respectueuses de l’environnement à plus de 10 000 entreprises dans le monde. En France, La Tour Carpe Diem accueille depuis 2016 les équipes de la holding du groupe Verallia ainsi que les équipes du siège de sa filiale française Verallia France. Plus de 100 salariés des fonctions support ainsi que les fonctions centrales des principales lignes de métiers s’y retrouvent autour de la Direction Générale. En 2023, venez rejoindre l’équipe contrôle de gestion de Verallia France pour un apprentissage de deux ans ! Les mots du manager :« En intégrant l’équipe finance de Verallia vous rencontrerez beaucoup de diversité tant sur les sujets abordés que les interlocuteurs rencontrés. Vous serez immergés dans l’opérationnel et participerez activement à des projets ambitieux dans un environnement stimulant. » En tant qu’Alternant/e chargé de mission contrôle de gestion, au sein d’une équipe de 6 personnes vos missions seront les suivantes : Gestion des standards : données de base articles, gammes et nomenclatures et mise à jour des données dans SAP (création des nouveaux articles, gestion et saisie de données sur SAP) Calcul des coûts de revient des nouveaux produits Réalisation et optimisation des tableaux de bord mensuels Participation aux phases « plan » et « budget » : études ponctuelles spécifiques, consolidation et contrôle des données. Contribuer à la création de certains fichiers pour le budget, préparation du budget. Lors de cette alternance et sous la responsabilité de votre tuteur, vous développerez vos compétences sur l’outil SAP et en contrôle de gestion industriel. Votre profil Vous préparez un diplôme de type Master et vous recherchez une alternance de deux ans avec une spécialisation en finance/contrôle de gestion au rythme 2 ou 3 semaines en entreprise / 1 semaine à l’école. Vous êtes rigoureux(euse) et vous avez une capacité à faire attention aux détails. Vous avez soif d’apprendre, vous appréciez le travail d’équipe. Votre bon relationnel et votre curiosité vous permettront de réussir au mieux dans vos missions. Rejoignez-nous !"
https://www.jobteaser.com/fr/job-offers/10347745-generali-italia-group-customer-experience-value-proposition-internship,Group Customer Experience & Value Proposition - Internship,Generali Italia,Stage 4 à 6 mois ,Milan (Italy) ,"Generali is a multinational player in the global insurance industry, present in more than 50 countries, 61 million of customers, +70000 employees.  Our ambition is to become a Lifetime Partner for our customers, adding value everyday thanks to personalized propositions enriched with services, professional advice from our 150K agents and an effortless and caring customer experience. Generali Group Marketing team leads the Lifetime Partner transformation and works cross functionally through a series of strategic initiatives.  Global Customer Experience & Value Proposition Team is responsible for: Support and steer markets to deliver an excellent customer experience across all touchpoints, to all our customers in each BU. Review and redesign and drive implementation of new key customers experiences Establish Best in Class T-NPS programs leveraging customer insights & feedback to drive actions Engage ad inspire our Global Customer Experience Communities and foster a customer centric culture Drive cross-functional Personalized Value Proposition Development Strengthen customer insights and customer knowledge to inject the voice of the customer in product development process, Improve Go-To-Market impact of Value Added Services   We are an international team, collaborating with all BUs and stakeholders from various functions, all over the world.  Within this unit we are looking for a Customer Experience and Value Proposition Intern.  The intern will participate in the following activities (depending on his/her profile and preference) Development/create: Support development & cascading of strategic programs (for example Value-Added Service Design Program etc.) Training/project: Support delivery of Journey Design Training Program in Markets Research/CX Management: Perform analysis & identify customer satisfaction & customer insights Internal Communication: support Value Proposition & Customer Experience Community engagement   Please provide your CV in English  Our ideal candidate will meet the following requirements:  Must have: Genuine Customer Passion - understand evolving customer needs, expectations, market trends & demand Practical & hands on attitude Proactive, enthusiastic and active participation in activities Very good English skills One working experience/stage completed Good Analytical skills and ability to use excel (at least basic functions) Basic conceptual skills, with the ability to express key messages using power point (at least basic functions) University degree in business administration, economics or marketing   Nice to have Understanding of Value Proposition Design, Product Development, Segmentation, Customer Experience, NPS Good design and creative skills (e.g. photoshop, etc.) Previous background/study in insurance industry   Additional Information Contract Type: Internship"
https://www.jobteaser.com/fr/job-offers/10347744-generali-italia-communication-csr-intern-generali-global-corporate-commercial,Communication & CSR Intern - Generali Global Corporate & Commercial,Generali Italia,Stage 4 à 6 mois ,Milan (Italy) ,"Generali is a major player in the global insurance industry - a strategic and highly important sector for the growth, development and welfare of modern societies.  Over almost 200 years, we have built a multinational group that is present in more than 60 countries, with 470 companies and nearly 80,000 employees. Our group aims to become the standard bearer and industry leader in the European retail insurance market, building on our existing base of 50 million retail clients, out of an overall total of 72 million.  Generali Global Corporate & Commercial is the Generali Group unit that develops P&C business and insurance services for medium and large companies. The unit acts on a global scale and deploys an integrated approach at Group level with a central management team and specialized teams active in individual countries. Through GC&C, Generali aims to become a key world player in the corporate-commercial segment.  The GC&C Communication Intern will be supporting the GC&C Communication & CSR team implementing the Integrated Communication & CSR activities such as: employee communications and events, content development and digital strategy, external events and ad-hoc projects within the GC&C Communication & CSR office.  The GC&C Communication Intern will be collaborating within the GC&C Communication & CSR Office by: supporting in internal communication initiatives, events and activities to promote corporate culture, values and people engagement supporting the implementation of digital content strategy:  - GC&C websites content updates and curation  - GC&C LinkedIn strategy and content curation supporting in the creation of editorial projects and corporate communication materials, guaranteeing consistency and uniqueness of messages and communication styles supporting in other ad-hoc projects such as GC&C Newsroom (intranet portal)   The candidate is a dynamic person, flexible and adaptable with a strong attitude for interpersonal relationships. Ideally, enthusiastic to learn and undertake new challenges.  Must have: University or professional degree/ University student in communications/marketing/advertising /journalism/business administration Excellent English communication and writing skills Proven writing capabilities Comprehensive knowledge of communication and marketing concepts Experience with MS Office: Word, PowerPoint, Excel, Outlook   Nice to have: Previous internship experiences are a plus Previous experience in a multi-cultural and international environment is a plus   Soft skills: Collaborative mindset with strong interpersonal skills Problem solving attitude Precision and strong organizational skills   Generali is proud to be an inclusive employer that considers applicants regardless of gender, gender identity, sexual orientation, ethnicity, disability, religion, political views, marital status or philosophy of life.  If you have a disability or special need that requires accommodation or assistance, we will support you during the selection process.  Additional Information Contract Type: Internship"
https://www.jobteaser.com/fr/job-offers/10347736-elis-responsable-portefeuille-client-h-f,Responsable Portefeuille Client H/F,Elis,CDI ,Aix-les-Bains (France) ,"L'entreprise  Rejoignez Elis, groupe multiservices, leader de la location-entretien de vêtements professionnels, d'articles textiles et d'hygiène. Notre mission : simplifier la vie des professionnels en leur permettant de se concentrer sur leur coeur de métier. Ainsi 400 000 clients, de toute taille et de tout secteur, nous font confiance à travers le monde. Grâce à nos 45 000 collaborateurs portés par leur excellence opérationnelle, nous connaissons une croissance ininterrompue depuis 60 ans. Avec près de 500 centres de production et distribution répartis dans 28 pays, nous bénéficions d'un rayonnement international qui nous permet d'agir au plus près de nos clients.  Le service c'est Elis. Et Elis c'est vous.  Le poste  Rattaché(e) au Responsable de centre, vous prenez en charge un portefeuille de clients existants BTOB et encadrez une équipe de distribution commerciale de 5 personnes. A ce titre : - Vous managez une équipe composée de chauffeurs-livreurs commerciaux et d'un(e) assistant(e) commercial(e) : recrutement, définition des objectifs, mise en place de challenges, formation, accompagnement individualisé, réunions... - Vous accompagnez et fidélisez les clients de votre portefeuille par une présence récurrente sur le terrain. - Vous maintenez et développez le chiffre d'affaires du portefeuille confié. Vous proposez des services supplémentaires, négociez et faites évoluer notre prestation pour la rendre toujours plus adaptée aux besoins de vos clients : vous traitez leurs demandes en y apportant des solutions sur mesure. - Vous êtes l'interface entre vos clients et les différents services de l'entreprise dans un objectif de relation commerciale optimale. - Vous pilotez et analysez les indicateurs d'activité (résultats, ventes additionnelles, taux de satisfaction clients, NPS...) Un parcours d'intégration sera mis en place dès votre arrivée afin de prendre votre poste au mieux (découverte des métiers, visite sur d'autres sites, ""vis ma vie"" avec votre équipe...).  Le profil  De Bac 3 à Bac 5 vous êtes issu d'une formation à dominante commerciale et vous avez acquis une première expérience. Vous êtes une personne de terrain et vous avez le sens du service. Avoir eu une première expérience en management serait un plus. Rémunération fixe + variable + Participation et intéressement. Dans le cadre de vos fonctions, vous bénéficiez d'un véhicule de fonction modèle 4 places."
